Date,WCS- Sales_Accessories,Ordered Units_Accessories,Ship Charge_Accessories,Ship Tax Amount_Accessories,Tax Amount_Accessories,Total Shipping Cost_Accessories,Discount_Accessories,WCS- Sales_Footwear,Ordered Units_Footwear,Ship Charge_Footwear,Ship Tax Amount_Footwear,Tax Amount_Footwear,Total Shipping Cost_Footwear,Discount_Footwear,WCS- Sales_Apparel,Ordered Units_Apparel,Ship Charge_Apparel,Ship Tax Amount_Apparel,Tax Amount_Apparel,Total Shipping Cost_Apparel,Discount_Apparel,WCS- Sales_Custom,Ordered Units_Custom,Ship Charge_Custom,Ship Tax Amount_Custom,Tax Amount_Custom,Total Shipping Cost_Custom,Discount_Custom,WCS- Sales_Equipment,Ordered Units_Equipment,Ship Charge_Equipment,Ship Tax Amount_Equipment,Tax Amount_Equipment,Total Shipping Cost_Equipment,Discount_Equipment,WCS- Sales_Other,Ordered Units_Other,Ship Charge_Other,Ship Tax Amount_Other,Tax Amount_Other,Total Shipping Cost_Other,Discount_Other, # of Orders , # of Page Views ,YoY Product Views %,YoY Units %,YoY Sales USD %,YoY Visitors %,YoY Page Views %,YoY Avg. Unit Retail %, # of Product Views , # of Units , # of Visitors , Sales (USD) ,YoY Avg. Order Value %,Conversion Rate,YoY Conv Rate %,YoY Orders %, AUR , AOV 
2016-11-04," $3,264 ", 215 ," 1,067 ", -   , 228 ," 1,067 ",-65.014," $144,686 "," 1,018 "," 9,975 ", 26 ," 10,134 "," 10,001 ",-118.0992366," $20,062 ", 151 , 963 , 4 ," 1,877 ", 967 ,-61.98102564, $88 , 4 , 13 , -   , 4 , 13 ,-7.953333333, $159 , 3 , 36 , -   , 12 , 36 ,-17.925,,,,,,,,913,"427,708",,32.51%,56.84%,4.27%,8.04%,18.36%, -   ,"1,178","102,128"," $159,045.26 ",12.52%,0.89%,0.336828787,0.39389313, $135.01 , $174.20 
2016-11-05," $4,566 ", 198 , 913 , 2 , 423 , 915 ,-30.31314286," $133,855 ", 934 ," 9,143 ", 16 ," 9,422 "," 9,159 ",-112.08625," $7,117 ", 81 , 478 , -   , 489 , 478 ,-49.77428571, $49 , 3 , 4 , -   , 1 , 4 ,-34.78, $499 , 7 , 51 , 1 , 41 , 52 ,-23.43166667,,,,,,,,879,"447,285",,-50.74%,-26.58%,-17.45%,-17.55%,49.04%, -   ,"1,135","103,701"," $160,647.21 ",38.74%,0.85%,-0.358929993,-0.470800722, $141.54 , $182.76 
2016-11-06," $3,392 ", 229 ," 1,281 ", 1 , 280 ," 1,281 ",-40.50552632," $163,146 "," 1,159 "," 10,925 ", 33 ," 10,894 "," 10,958 ",-124.9833775," $11,152 ", 122 , 741 , 1 , 902 , 742 ,-63.15142857, $42 , 2 , 3 , -   , 2 , 3 ,-13.86, $325 , 5 , 48 , -   , 22 , 48 ,-29.93333333,,,,,,,,"1,077","572,080",,-44.37%,-25.34%,-2.39%,-0.39%,34.19%, -   ,"1,427","127,491"," $181,131.00 ",27.34%,0.84%,-0.399347348,-0.413718019, $126.93 , $168.18 
2016-11-07," $2,334 ", 180 ," 1,055 ", 1 , 186 ," 1,056 ",-37.73441176," $170,573 "," 1,232 "," 11,600 ", 51 ," 11,771 "," 11,651 ",-144.9355414," $15,201 ", 166 , 930 , 1 ," 1,029 ", 931 ,-90.29619048, $29 , 2 , 16 , -   , 3 , 16 ,-13.565, $379 , 4 , 33 , -   , 31 , 33 ,-73.79,,,,,,,,"1,045","501,868",,-56.66%,-40.14%,-19.16%,-20.78%,38.12%, -   ,"1,399","118,061"," $183,287.15 ",32.03%,0.89%,-0.439208005,-0.546637744, $131.01 , $175.39 
2016-11-08," $3,273 ", 244 ," 1,079 ", 2 , 283 ," 1,082 ",-34.96583333," $138,904 ", 992 ," 9,588 ", 52 ," 9,452 "," 9,639 ",-132.2855039," $11,009 ", 108 , 679 , 1 , 826 , 680 ,-34.95083333, $168 , 7 , 25 , -   , 5 , 25 ,-5.658, $238 , 2 , 12 , -   , 22 , 12 ,-5.975,,,,,,,,850,"439,802",,-54.84%,-40.89%,-13.96%,-16.63%,30.89%, -   ,"1,148","105,279"," $145,157.55 ",26.01%,0.81%,-0.454769999,-0.530905077, $126.44 , $170.77 
2016-11-09," $3,402 ", 171 , 802 , 1 , 287 , 803 ,-31.96724138," $128,427 ", 907 ," 8,390 ", 47 ," 8,880 "," 8,437 ",-119.5158871," $9,980 ", 93 , 608 , 2 , 779 , 610 ,-52.499,,,,,,,, $201 , 2 , 12 , -   , 6 , 12 ,-24.725,,,,,,,,709,"388,648",,-74.49%,-52.21%,-26.28%,-30.82%,87.37%, -   ,983,"93,433"," $177,569.39 ",79.57%,0.76%,-0.639001944,-0.733858859, $180.64 , $250.45 
2016-11-10," $7,107 ", 495 ," 2,077 ", 3 , 661 ," 2,080 ",-117.3520339," $216,544 "," 1,983 "," 18,218 ", 34 ," 14,124 "," 18,252 ",-334.8166355," $35,053 ", 474 ," 2,413 ", 3 ," 2,376 "," 2,416 ",-286.3458667, $207 , 13 , 45 , -   , 10 , 45 ,-26.105, $662 , 14 , 100 , 1 , 49 , 101 ,-48.05555556,,,,,,,,"1,846","545,323",,98.63%,86.90%,0.96%,11.13%,-5.90%, -   ,"2,608","122,424"," $261,054.38 ",-6.55%,1.51%,0.980918774,1.0, $100.10 , $141.42 
2016-11-11," $6,982 ", 460 ," 2,012 ", 2 , 522 ," 2,014 ",-111.402807," $200,362 "," 1,936 "," 17,347 ", 22 ," 12,819 "," 17,369 ",-362.0291919," $34,894 ", 470 ," 2,656 ", 4 ," 2,296 "," 2,660 ",-326.7051563, $252 , 16 , 51 , 0 , 15 , 51 ,-21.73777778, $528 , 9 , 73 , 2 , 46 , 75 ,-35.02428571,,,,,,,,"1,764","512,548",,188.63%,131.65%,10.13%,54.03%,-19.74%, -   ,"2,563","114,239"," $242,675.07 ",-10.70%,1.54%,1.355458551,1.594117647, $94.68 , $137.57 
2016-11-12," $4,772 ", 465 ," 1,733 ", 1 , 392 ," 1,733 ",-99.41132075," $173,344 "," 1,614 "," 14,405 ", 23 ," 11,302 "," 14,428 ",-345.8667702," $22,315 ", 336 ," 1,889 ", 3 ," 1,412 "," 1,892 ",-224.4147541, $99 , 6 , 23 , -   , 5 , 23 ,-11.52, $551 , 13 , 45 , -   , 34 , 45 ,-60.60875,,,,,,,,"1,501","523,626",,140.87%,92.69%,11.40%,61.70%,-20.00%, -   ,"2,269","116,142"," $209,199.10 ",-10.65%,1.29%,0.935975571,1.156609195, $92.20 , $139.37 
2016-11-13," $7,177 ", 510 ," 2,008 ", 1 , 548 ," 2,009 ",-127.0196154," $221,364 "," 2,109 "," 18,955 ", 37 ," 14,458 "," 18,992 ",-386.44945," $28,004 ", 430 ," 2,250 ", 1 ," 1,832 "," 2,251 ",-239.6924324, $164 , 12 , 43 , -   , 12 , 43 ,-24.57857143," $1,274 ", 17 , 123 , -   , 92 , 123 ,-76.26818182,,,,,,,,"1,917","603,505",,171.78%,120.37%,8.48%,57.66%,-18.92%, -   ,"2,870","132,658"," $266,371.57 ",-9.88%,1.45%,1.254013158,1.445153061, $92.81 , $138.95 
2016-11-14," $7,752 ", 615 ," 2,435 ", 1 , 544 ," 2,436 ",-129.2301667," $272,473 "," 2,594 "," 22,808 ", 60 ," 17,978 "," 22,868 ",-360.2478039," $32,494 ", 520 ," 2,520 ", 2 ," 1,890 "," 2,522 ",-308.6871014, $245 , 15 , 45 , -   , 12 , 45 ,-29.175," $1,234 ", 21 , 150 , -   , 119 , 150 ,-62.135625,,,,,,,,"2,246","581,098",,228.68%,171.50%,10.39%,61.45%,-17.40%, -   ,"3,369","129,863"," $316,724.67 ",-3.66%,1.73%,1.552738026,1.818067754, $94.01 , $141.02 
2016-11-15," $3,829 ", 296 ," 1,341 ", 2 , 270 ," 1,344 ",-49.97860465," $189,778 "," 1,486 "," 14,557 ", 68 ," 13,132 "," 14,625 ",-205.0691579," $10,446 ", 146 , 850 , 7 , 567 , 857 ,-78.818, $120 , 8 , 33 , 0 , 9 , 33 ,-25.95, $796 , 12 , 84 , -   , 70 , 84 ,-38.4625,,,,,,,,"1,276","535,647",,55.85%,61.02%,8.09%,50.19%,3.32%, -   ,"1,666","122,880"," $198,241.52 ",-0.05%,1.04%,0.490500669,0.611111111, $118.99 , $155.36 
2016-11-16," $2,621 ", 215 ," 1,072 ", 3 , 231 ," 1,075 ",-43.295," $163,820 "," 1,209 "," 12,112 ", 51 ," 11,145 "," 12,162 ",-182.0663194," $8,868 ", 100 , 606 , -   , 509 , 606 ,-46.0, $98 , 5 , 32 , -   , 8 , 32 ,-13.88666667, $518 , 5 , 54 , -   , 37 , 54 ,-19.454,,,,,,,,"1,032","521,549",,31.20%,43.94%,13.67%,51.43%,9.71%, -   ,"1,354","124,461"," $168,224.99 ",5.59%,0.83%,0.199335954,0.36327609, $124.24 , $163.01 
2016-11-17," $3,208 ", 209 ," 1,152 ", 8 , 258 ," 1,159 ",-31.78536585," $171,593 "," 1,250 "," 13,089 ", 63 ," 11,547 "," 13,152 ",-183.0209859," $11,439 ", 110 , 725 , -   , 789 , 725 ,-67.21733333, $85 , 4 , 38 , -   , 4 , 38 ,-6.875, $511 , 9 , 50 , -   , 45 , 50 ,-20.54142857,,,,,,,,"1,086","525,815",,34.37%,49.85%,7.43%,48.41%,11.52%, -   ,"1,388","122,419"," $183,011.60 ",-1.20%,0.89%,0.411916401,0.516759777, $131.85 , $168.52 
2016-11-18," $2,290 ", 193 ," 1,052 ", 2 , 211 ," 1,054 ",-31.01736842," $148,402 "," 1,097 "," 10,834 ", 51 ," 10,573 "," 10,886 ",-131.8466207," $6,566 ", 81 , 479 , 2 , 518 , 481 ,-42.43208333, $16 , 1 , 12 , -   , -   , 12 ,-11.95, $99 , 2 , 24 , -   , 9 , 24 ,-43.2,,,,,,,,922,"440,084",,3.86%,16.15%,-8.25%,21.50%,11.83%, -   ,"1,157","105,084"," $147,218.16 ",5.44%,0.88%,0.20060322,0.101553166, $127.24 , $159.67 
2016-11-19," $4,480 ", 359 ," 1,715 ", 2 , 396 ," 1,718 ",-70.60877551," $222,357 "," 1,869 "," 17,137 ", 69 ," 15,240 "," 17,206 ",-271.97553," $20,024 ", 236 ," 1,214 ", 6 ," 1,493 "," 1,220 ",-155.182, $97 , 5 , 18 , -   , 5 , 18 ,-10.78, $497 , 7 , 59 , 1 , 35 , 60 ,-32.10166667,,,,,,,,"1,665","634,120",,9.80%,16.88%,-4.33%,27.97%,6.45%, -   ,"2,341","135,149"," $254,436.43 ",6.91%,1.23%,0.142766739,0.093237032, $108.69 , $152.81 
2016-11-20," $7,985 ", 529 ," 2,473 ", 4 , 698 ," 2,477 ",-96.74," $309,870 "," 2,615 "," 23,738 ", 63 ," 20,960 "," 23,802 ",-331.4658635," $19,700 ", 265 ," 1,344 ", 1 ," 1,329 "," 1,345 ",-143.8773469, $211 , 11 , 30 , -   , 10 , 30 ,-16.185, $650 , 7 , 67 , 1 , 43 , 68 ,-29.25714286,,,,,,,,"2,330","796,608",,20.57%,29.96%,-0.40%,36.14%,7.79%, -   ,"3,230","162,477"," $349,257.30 ",7.26%,1.43%,0.216518118,0.211648466, $108.13 , $149.90 
2016-11-21," $15,102 "," 1,285 "," 3,879 ", 3 , 780 ," 3,882 ",-215.3193421," $436,120 "," 4,692 "," 39,420 ", 82 ," 27,805 "," 39,502 ",-632.8206215," $51,884 ", 832 ," 3,780 ", 2 ," 3,131 "," 3,782 ",-411.4377528, $319 , 21 , 80 , -   , 21 , 80 ,-29.89222222," $1,474 ", 23 , 181 , -   , 97 , 181 ,-100.76,,,,,,,,"3,803","982,671",,-19.19%,2.76%,2.76%,20.77%,27.15%, -   ,"5,935","194,819"," $563,095.53 ",17.78%,1.95%,-0.150982385,-0.127552191, $94.88 , $148.07 
2016-11-22," $9,756 ", 884 ," 3,062 ", 5 , 681 ," 3,068 ",-187.100678," $471,684 "," 4,810 "," 40,199 ", 82 ," 29,699 "," 40,279 ",-689.0995611," $55,545 ", 851 ," 3,763 ", 9 ," 2,861 "," 3,772 ",-493.5683133, $353 , 25 , 120 , 1 , 29 , 120 ,-34.681," $2,086 ", 28 , 181 , -   , 160 , 181 ,-97.88933333,,,,,,,,"3,851","1,044,625",,-34.17%,-10.60%,3.68%,25.23%,35.80%, -   ,"5,774","202,100"," $555,552.45 ",16.05%,1.91%,-0.256999026,-0.229645929, $96.22 , $144.26 
2016-11-23," $10,047 ", 893 ," 3,593 ", 0 , 728 ," 3,593 ",-185.2620896," $449,526 "," 4,696 "," 40,132 ", 45 ," 27,910 "," 40,177 ",-699.2494498," $48,200 ", 874 ," 3,698 ", 6 ," 2,603 "," 3,704 ",-433.6810714, $642 , 42 , 122 , -   , 31 , 122 ,-41.06076923," $1,455 ", 24 , 159 , -   , 128 , 159 ,-54.27842105,,,,,,,,"3,871","1,028,181",,-16.52%,21.05%,11.03%,52.61%,45.00%, -   ,"5,843","198,261"," $511,353.82 ",2.91%,1.95%,0.059427787,0.176238225, $87.52 , $132.10 
2016-11-24," $14,378 "," 1,396 "," 4,699 ", 1 , 986 ," 4,700 ",-210.817284," $630,579 "," 6,668 "," 58,255 ", 55 ," 39,531 "," 58,310 ",-774.4752381," $57,546 ", 906 ," 4,344 ", 3 ," 2,910 "," 4,348 ",-528.0711392, $440 , 33 , 114 , -   , 30 , 114 ,-30.2425," $1,982 ", 37 , 267 , -   , 170 , 267 ,-71.87181818,,,,,,,,"5,772","1,311,866",,5.07%,16.70%,9.82%,43.12%,11.07%, -   ,"8,469","244,790"," $746,138.60 ",7.95%,2.36%,-0.01556138,0.08110133, $88.10 , $129.27 
2016-11-25," $26,180 "," 2,600 "," 10,064 ", 6 ," 1,849 "," 10,069 ",-262.0897368," $1,302,935 "," 14,073 "," 125,842 ", 77 ," 77,935 "," 125,919 ",-1091.851849," $99,972 "," 1,774 "," 8,580 ", 2 ," 5,568 "," 8,582 ",-605.27625, $944 , 64 , 224 , -   , 57 , 224 ,-49.86176471," $4,371 ", 68 , 458 , -   , 338 , 458 ,-125.7184615,,,,,,,,"12,095","2,011,941",,14.69%,16.69%,19.88%,47.99%,1.74%, -   ,"17,235","357,659"," $1,511,505.26 ",14.17%,3.38%,-0.147467758,0.022055095, $87.70 , $124.97 
2016-11-26," $15,349 "," 1,476 "," 5,544 ", 3 , 976 ," 5,546 ",-236.4459459," $630,934 "," 6,646 "," 58,396 ", 52 ," 39,630 "," 58,448 ",-761.3730208," $64,679 "," 1,134 "," 5,469 ", -   ," 3,768 "," 5,469 ",-420.2183036, $495 , 35 , 134 , -   , 42 , 134 ,-30.3325," $1,656 ", 30 , 215 , 1 , 195 , 216 ,-54.36380952,,,,,,,,"5,913","1,215,531",,36.99%,37.05%,8.93%,51.60%,0.04%, -   ,"8,810","225,581"," $769,842.74 ",14.04%,2.62%,0.103293344,0.201829268, $87.38 , $130.19 
2016-11-27," $15,639 "," 1,955 "," 5,600 ", 2 ," 1,294 "," 5,602 ",-254.7232468," $609,733 "," 6,314 "," 56,240 ", 71 ," 37,957 "," 56,311 ",-737.6841253," $63,314 "," 1,023 "," 5,171 ", 4 ," 4,057 "," 5,175 ",-541.1217442, $520 , 37 , 152 , -   , 30 , 152 ,-28.68055556," $1,850 ", 28 , 221 , -   , 132 , 221 ,-130.2928571,,,,,,,,"5,709","1,184,655",,52.63%,48.51%,8.92%,55.38%,-2.70%, -   ,"8,892","219,194"," $758,962.44 ",16.85%,2.60%,0.166808187,0.270926091, $85.35 , $132.94 
2016-11-28," $28,186 "," 2,762 "," 11,721 ", 2 ," 1,826 "," 11,723 ",-374.9096939," $1,535,868 "," 15,675 "," 145,020 ", 105 ," 95,125 "," 145,124 ",-1076.870837," $124,864 "," 2,118 "," 10,496 ", 3 ," 7,480 "," 10,499 ",-766.5929134," $1,028 ", 73 , 273 , -   , 60 , 273 ,-56.46111111," $3,475 ", 73 , 429 , -   , 238 , 429 ,-135.24,,,,,,,,"13,978","1,903,053",,14.90%,27.38%,12.72%,46.71%,10.87%, -   ,"19,098","331,141"," $1,769,362.56 ",12.12%,4.22%,0.007929086,0.136145656, $92.65 , $126.58 
2016-11-29," $7,072 ", 569 ," 2,534 ", 1 , 601 ," 2,535 ",-104.1689474," $349,819 "," 2,859 "," 26,161 ", 85 ," 23,608 "," 26,243 ",-335.42836," $24,386 ", 314 ," 1,698 ", 3 ," 1,614 "," 1,700 ",-240.3922, $284 , 15 , 70 , -   , 12 , 70 ,-27.138, $581 , 10 , 94 , -   , 30 , 94 ,-36.55857143,,,,,,,,"2,439","699,239",,-13.81%,5.53%,3.59%,36.60%,22.44%, -   ,"3,352","148,912"," $381,704.40 ",31.75%,1.64%,-0.226802261,-0.199014778, $113.87 , $156.50 
2016-11-30," $3,019 ", 210 ," 1,291 ", -   , 237 ," 1,291 ",-53.42212121," $247,497 "," 1,734 "," 17,285 ", 81 ," 16,296 "," 17,366 ",-179.2156129," $9,469 ", 113 , 795 , 2 , 571 , 796 ,-57.06307692, $268 , 10 , 29 , -   , 11 , 29 ,-4.15, $312 , 3 , 27 , -   , 28 , 27 ,-13.16,,,,,,,,"1,492","604,408",,-18.68%,9.57%,16.41%,43.30%,34.74%, -   ,"1,824","142,296"," $252,503.91 ",37.33%,1.05%,-0.314627699,-0.202139037, $138.43 , $169.24 
2016-12-01," $4,216 ", 287 ," 1,509 ", 1 , 304 ," 1,510 ",-48.81809524," $245,915 "," 1,789 "," 18,095 ", 73 ," 16,003 "," 18,168 ",-203.5028378," $9,156 ", 115 , 781 , 2 , 626 , 782 ,-61.90172414, $177 , 8 , 31 , -   , 5 , 31 ,-7.054, $551 , 9 , 65 , -   , 37 , 65 ,-20.53375,,,,,,,,"1,533","558,738",,-27.99%,-2.44%,3.46%,30.51%,35.49%, -   ,"1,891","131,510"," $254,035.65 ",37.66%,1.17%,-0.314947809,-0.291262136, $134.34 , $165.71 
2016-12-02," $7,069 ", 466 ," 2,245 ", 2 , 467 ," 2,247 ",-85.43911111," $255,210 "," 1,875 "," 18,679 ", 95 ," 16,134 "," 18,774 ",-213.9234641," $14,382 ", 149 ," 1,055 ", 4 , 813 ," 1,059 ",-105.6873333,,,,,,,, $494 , 8 , 87 , -   , 38 , 87 ,-34.37714286,,,,,,,,"1,652","508,271",,-27.32%,-5.93%,3.54%,29.75%,29.42%, -   ,"2,134","116,603"," $271,744.59 ",40.99%,1.42%,-0.355591374,-0.33279483, $127.34 , $164.49 
2016-12-03," $6,219 ", 395 ," 2,243 ", 2 , 434 ," 2,245 ",-58.51346939," $268,837 "," 1,936 "," 19,252 ", 48 ," 16,278 "," 19,300 ",-189.1103947," $13,494 ", 165 ," 1,244 ", 3 , 715 ," 1,247 ",-56.03636364, $177 , 8 , 25 , -   , 16 , 25 ,-15.63333333, $989 , 10 , 61 , -   , 69 , 61 ,-12.15,,,,,,,,"1,826","581,959",,-2.22%,21.93%,9.19%,38.98%,24.69%, -   ,"2,339","129,637"," $295,186.51 ",33.34%,1.41%,-0.162573137,-0.085628443, $126.20 , $161.66 
2016-12-04," $6,450 ", 497 ," 2,803 ", 2 , 449 ," 2,805 ",-69.38416667," $316,304 "," 2,246 "," 22,229 ", 44 ," 19,635 "," 22,273 ",-172.7382703," $15,945 ", 183 , 944 , 0 , 942 , 945 ,-71.60166667, $138 , 6 , 30 , -   , 7 , 30 ,-9.956666667," $1,049 ", 11 , 88 , -   , 77 , 88 ,-13.2625,,,,,,,,"2,151","685,271",,16.48%,46.14%,19.12%,53.03%,25.46%, -   ,"2,799","150,516"," $351,010.29 ",33.03%,1.43%,-0.077759138,0.098569969, $125.41 , $163.18 
2016-12-05," $6,114 ", 454 ," 2,596 ", 5 , 515 ," 2,601 ",-62.38854545," $335,395 "," 2,416 "," 23,822 ", 98 ," 20,178 "," 23,918 ",-204.9278534," $17,123 ", 171 ," 1,185 ", 5 ," 1,036 "," 1,190 ",-77.85658537, $155 , 7 , 37 , -   , 8 , 37 ,-8.29, $587 , 10 , 108 , 2 , 48 , 110 ,-39.585,,,,,,,,"2,122","619,518",,-17.52%,9.63%,6.19%,34.75%,32.92%, -   ,"2,707","139,278"," $354,503.41 ",43.37%,1.52%,-0.279913412,-0.235315315, $130.96 , $167.06 
2016-12-06," $12,460 ", 854 ," 4,366 ", 2 , 824 ," 4,367 ",-130.3045714," $432,531 "," 3,456 "," 32,922 ", 80 ," 25,592 "," 33,002 ",-409.4143443," $34,272 ", 353 ," 2,335 ", 10 ," 2,293 "," 2,345 ",-204.4860714, $49 , 5 , 38 , -   , 5 , 38 ,-22.8075," $1,266 ", 18 , 123 , -   , 76 , 123 ,-56.48444444,,,,,,,,"3,166","756,479",,-1.61%,19.19%,11.86%,46.43%,21.14%, -   ,"4,214","160,215"," $478,631.33 ",30.41%,1.98%,-0.182967021,-0.086027714, $113.58 , $151.18 
2016-12-07," $8,215 ", 482 ," 2,525 ", 4 , 603 ," 2,529 ",-106.8430233," $330,879 "," 2,376 "," 24,063 ", 87 ," 20,442 "," 24,150 ",-216.78735," $15,440 ", 198 ," 1,217 ", 9 , 976 ," 1,226 ",-121.8640541, $212 , 8 , 20 , 1 , 18 , 21 ,-3.983333333," $1,163 ", 11 , 133 , -   , 100 , 133 ,-31.04142857,,,,,,,,"2,139","583,076",,-1.69%,19.78%,5.30%,34.49%,21.84%, -   ,"2,733","131,226"," $350,824.16 ",25.54%,1.63%,-0.093998134,-0.045941124, $128.37 , $164.01 
2016-12-08," $7,107 ", 398 ," 2,333 ", 1 , 453 ," 2,334 ",-67.39111111," $344,306 "," 2,469 "," 25,691 ", 90 ," 21,105 "," 25,782 ",-263.8801648," $21,893 ", 268 ," 1,758 ", 4 ," 1,262 "," 1,762 ",-76.365, $97 , 4 , 15 , -   , 6 , 15 ,-3.735," $1,085 ", 13 , 104 , -   , 90 , 104 ,-26.61888889,,,,,,,,"2,274","631,241",,-7.46%,16.77%,18.97%,53.78%,26.18%, -   ,"2,768","141,833"," $365,345.04 ",23.65%,1.60%,-0.206229641,-0.055647841, $131.99 , $160.66 
2016-12-09," $8,401 ", 447 ," 2,308 ", 4 , 514 ," 2,311 ",-79.82155556," $356,092 "," 2,525 "," 25,735 ", 55 ," 22,501 "," 25,790 ",-249.9254412," $19,507 ", 282 ," 1,840 ", 2 ," 1,205 "," 1,842 ",-91.39265306, $196 , 9 , 31 , 1 , 8 , 31 ,-9.455, $968 , 11 , 102 , -   , 85 , 102 ,-22.157,,,,,,,,"2,338","627,168",,-7.27%,12.86%,28.97%,61.09%,21.70%, -   ,"2,858","141,375"," $379,758.31 ",23.09%,1.65%,-0.289104674,-0.083137255, $132.88 , $162.43 
2016-12-10," $5,980 ", 397 ," 2,464 ", 3 , 399 ," 2,467 ",-72.09113636," $345,023 "," 2,463 "," 25,102 ", 63 ," 21,032 "," 25,163 ",-246.9659783," $17,474 ", 224 ," 1,491 ", -   , 890 ," 1,491 ",-65.08066667, $257 , 12 , 54 , -   , 23 , 54 ,-12.16166667, $550 , 6 , 57 , -   , 50 , 57 ,-11.71166667,,,,,,,,"2,384","685,890",,6.42%,23.14%,33.66%,74.95%,15.71%, -   ,"2,919","149,711"," $374,951.58 ",18.54%,1.59%,-0.222790181,0.038779956, $128.45 , $157.28 
2016-12-11," $7,929 ", 480 ," 2,731 ", -   , 546 ," 2,731 ",-76.6," $440,421 "," 3,189 "," 32,747 ", 78 ," 28,109 "," 32,825 ",-238.7552453," $21,591 ", 296 ," 1,956 ", 3 ," 1,363 "," 1,959 ",-57.60192982, $206 , 10 , 48 , -   , 14 , 48 ,-11.33333333, $758 , 10 , 71 , -   , 57 , 71 ,-21.17666667,,,,,,,,"3,096","868,467",,14.57%,33.24%,44.76%,92.94%,16.30%, -   ,"3,797","184,643"," $490,106.24 ",18.74%,1.68%,-0.224824083,0.122145705, $129.08 , $158.30 
2016-12-12," $27,115 "," 2,059 "," 8,433 ", 11 ," 1,608 "," 8,443 ",-323.6358163," $805,096 "," 7,939 "," 73,958 ", 116 ," 46,377 "," 74,074 ",-854.5884434," $87,761 "," 1,602 "," 8,122 ", 8 ," 4,801 "," 8,130 ",-644.9196262, $284 , 24 , 109 , -   , 24 , 109 ,-28.03153846," $2,096 ", 44 , 250 , -   , 141 , 250 ,-126.0014286,,,,,,,,"7,314","1,115,594",,3.02%,16.24%,39.02%,78.36%,12.84%, -   ,"10,448","210,055"," $948,985.71 ",7.26%,3.48%,-0.220475583,0.083716106, $90.83 , $129.75 
2016-12-13," $11,733 "," 1,154 "," 2,861 ", 2 , 822 ," 2,863 ",-154.6592593," $444,041 "," 3,458 "," 34,110 ", 109 ," 27,596 "," 34,219 ",-346.6361278," $38,813 ", 543 ," 2,804 ", 7 ," 2,374 "," 2,811 ",-212.4268254, $355 , 19 , 49 , -   , 12 , 49 ,-19.37222222," $1,203 ", 15 , 152 , -   , 101 , 152 ,-36.12818182,,,,,,,,"3,180","742,585",,16.65%,37.38%,39.07%,78.07%,17.77%, -   ,"4,750","161,218"," $538,477.96 ",31.76%,1.97%,-0.250300693,0.042622951, $113.36 , $169.33 
2016-12-14," $6,110 ", 367 ," 2,121 ", 4 , 388 ," 2,125 ",-77.24868421," $400,728 "," 2,953 "," 30,110 ", 101 ," 24,820 "," 30,211 ",-309.057346," $19,903 ", 249 ," 1,722 ", 11 ," 1,284 "," 1,733 ",-67.53132075, $65 , 5 , 30 , -   , 3 , 30 ,-18.29, $766 , 5 , 39 , -   , 57 , 39 ,-13.766,,,,,,,,"2,686","672,029",,10.48%,40.17%,33.59%,69.74%,26.87%, -   ,"3,205","150,570"," $426,459.50 ",17.78%,1.78%,-0.109130971,0.190075321, $133.06 , $158.77 
2016-12-15," $7,870 ", 454 ," 2,569 ", 2 , 488 ," 2,571 ",-75.82255319," $492,034 "," 3,574 "," 37,016 ", 133 ," 30,817 "," 37,148 ",-320.5746352," $22,559 ", 330 ," 2,108 ", 14 ," 1,264 "," 2,123 ",-76.60695652, $76 , 5 , 27 , -   , 7 , 27 ,-12.9925, $705 , 13 , 99 , -   , 54 , 99 ,-69.22285714,,,,,,,,"3,268","748,521",,62.12%,97.28%,48.83%,94.85%,21.69%, -   ,"3,954","163,817"," $523,187.88 ",19.23%,1.99%,0.111775386,0.654683544, $132.32 , $160.09 
2016-12-16," $6,740 ", 383 ," 2,372 ", 4 , 409 ," 2,376 ",-76.96307692," $473,543 "," 3,436 "," 35,331 ", 142 ," 29,510 "," 35,471 ",-326.4407212," $20,279 ", 255 ," 1,737 ", 11 ," 1,117 "," 1,748 ",-66.65244444, $205 , 10 , 45 , 0 , 9 , 46 ,-17.3425, $340 , 8 , 71 , -   , 25 , 71 ,-41.145,,,,,,,,"3,142","668,710",,37.50%,74.23%,39.28%,84.03%,26.71%, -   ,"3,747","144,629"," $506,351.89 ",16.89%,2.17%,0.07017114,0.490512334, $135.14 , $161.16 
2016-12-17," $7,703 ", 436 ," 2,391 ", 3 , 491 ," 2,393 ",-58.56396226," $503,613 "," 3,590 "," 36,776 ", 115 ," 30,278 "," 36,891 ",-253.4245594," $20,636 ", 281 ," 1,973 ", 4 ," 1,171 "," 1,977 ",-66.68032787, $146 , 9 , 63 , -   , 12 , 63 ,-13.28714286, $687 , 9 , 57 , -   , 49 , 57 ,-32.61,,,,,,,,"3,422","769,627",,82.02%,119.73%,54.66%,118.63%,20.72%, -   ,"4,110","157,053"," $548,689.29 ",14.04%,2.18%,0.245827476,0.926801802, $133.50 , $160.34 
